,AGE,ALGOTYPE,DEMO,OVERALL.RESPONSE,DOB,GENDER,ID,OVERALL.RESPONSE.NO,RESPONSE.NO,ACTION.NO,BUCKET,RESPONSE
284,3.9210000000000003,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","R/, /mB, mRR/G, mRG/, /mB, /mB",6/5/15,FEMALE,19.0,5,3,0,left,R
285,3.9210000000000003,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","R/, /mB, mRR/G, mRG/, /mB, /mB",6/5/15,FEMALE,19.0,6,3,1,left,G
286,3.9210000000000003,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","R/, /mB, mRR/G, mRG/, /mB, /mB",6/5/15,FEMALE,19.0,7,4,0,right,B
287,3.9210000000000003,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","R/, /mB, mRR/G, mRG/, /mB, /mB",6/5/15,FEMALE,19.0,8,5,0,right,B
288,3.912,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G",6/8/15,MALE,21.0,0,0,0,left,R
289,3.912,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G",6/8/15,MALE,21.0,1,1,0,right,G
290,3.912,DOUBLE,"/G, RR/, /G, RR/, /G, RR/, /G, RR/","RR/, /G",6/8/15,MALE,21.0,0,0,0,left,R
291,3.912,DOUBLE,"/G, RR/, /G, RR/, /G, RR/, /G, RR/","RR/, /G",6/8/15,MALE,21.0,1,0,1,left,R
292,3.912,DOUBLE,"/G, RR/, /G, RR/, /G, RR/, /G, RR/","RR/, /G",6/8/15,MALE,21.0,2,1,0,right,G
293,3.912,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/RB, GB/",6/8/15,MALE,21.0,0,0,0,right,R
294,3.912,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/RB, GB/",6/8/15,MALE,21.0,1,0,1,right,B
295,3.912,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/RB, GB/",6/8/15,MALE,21.0,2,1,0,left,G
296,3.912,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","/RB, GB/",6/8/15,MALE,21.0,3,1,1,left,B
297,5.117,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",3/25/14,MALE,22.0,0,0,0,left,R
298,5.117,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",3/25/14,MALE,22.0,1,1,0,right,G
299,5.117,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",3/25/14,MALE,22.0,2,2,0,left,R
300,5.117,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",3/25/14,MALE,22.0,3,3,0,right,G
301,5.117,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",3/25/14,MALE,22.0,4,4,0,left,R
302,5.117,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",3/25/14,MALE,22.0,5,5,0,right,G
303,5.117,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",3/25/14,MALE,22.0,6,6,0,left,R
304,5.117,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",3/25/14,MALE,22.0,7,7,0,right,G
305,5.117,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",3/25/14,MALE,22.0,8,8,0,left,R
306,5.117,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, /G",3/25/14,MALE,22.0,9,9,0,right,G
307,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,0,0,0,left,R
308,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,1,1,0,right,G
309,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,2,1,1,right,G
310,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,3,2,0,left,R
311,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,4,3,0,right,G
312,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,5,3,1,right,G
313,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,6,4,0,left,R
314,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,7,5,0,right,G
315,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,8,5,1,right,G
316,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,9,6,0,left,R
317,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,10,7,0,right,G
318,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,11,7,1,right,G
319,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,12,8,0,left,R
320,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,13,9,0,right,G
321,5.117,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, /GG, R/, /GG, R/, /GG, R/, /GG, R/, /GG",3/25/14,MALE,22.0,14,9,1,right,G
322,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,0,0,0,left,R
323,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,1,0,1,left,B
324,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,2,1,0,right,G
325,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,3,1,1,right,B
326,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,4,2,0,left,R
327,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,5,2,1,left,B
328,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,6,3,0,right,G
329,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,7,3,1,right,B
330,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,8,4,0,left,R
331,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,9,4,1,left,B
332,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,10,5,0,right,G
333,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,11,5,1,right,B
334,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,12,6,0,left,R
335,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,13,6,1,left,B
336,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,14,7,0,right,G
337,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,15,7,1,right,B
338,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,16,8,0,left,R
339,5.117,HITCH,"RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB","RB/, /GB, RB/, /GB, RB/, /GB, RB/, /GB, RB/ ",3/25/14,MALE,22.0,17,8,1,left,B
340,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,0,0,0,right,G
341,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,1,1,0,left,R
342,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,2,2,0,right,G
343,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,3,3,0,left,R
344,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,4,4,0,left,R
345,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,5,5,0,right,G
346,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,6,6,0,left,R
347,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,7,7,0,right,G
348,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,8,8,0,left,R
349,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,9,9,0,right,G
350,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,10,10,0,left,R
351,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,11,10,1,left,R
352,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,12,11,0,right,G
353,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,13,11,1,right,G
354,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,14,12,0,right,G
355,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,15,13,0,right,G
356,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,16,14,0,right,G
357,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,17,15,0,right,G
358,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,18,16,0,right,G
359,5.311,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","/G, R/, /G, R/, R/, /G, R/, /G, R/, /G, RR/, /GG, /G, /G, /G, /G, /G, /G ",1/13/14,MALE,25.0,19,17,0,right,G
360,5.311,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","/GG, /GG, /GG, /GG",1/13/14,MALE,25.0,0,0,0,right,G
361,5.311,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","/GG, /GG, /GG, /GG",1/13/14,MALE,25.0,1,0,1,right,G
362,5.311,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","/GG, /GG, /GG, /GG",1/13/14,MALE,25.0,2,1,0,right,G
363,5.311,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","/GG, /GG, /GG, /GG",1/13/14,MALE,25.0,3,1,1,right,G
364,5.311,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","/GG, /GG, /GG, /GG",1/13/14,MALE,25.0,4,2,0,right,G
365,5.311,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","/GG, /GG, /GG, /GG",1/13/14,MALE,25.0,5,2,1,right,G
366,5.311,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","/GG, /GG, /GG, /GG",1/13/14,MALE,25.0,6,3,0,right,G
367,5.311,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","/GG, /GG, /GG, /GG",1/13/14,MALE,25.0,7,3,1,right,G
368,5.311,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ",mRGB/RGB,1/13/14,MALE,25.0,0,0,0,left,R
369,5.311,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ",mRGB/RGB,1/13/14,MALE,25.0,1,0,1,left,G
370,5.311,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ",mRGB/RGB,1/13/14,MALE,25.0,2,0,2,left,B
371,5.311,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ",mRGB/RGB,1/13/14,MALE,25.0,3,0,0,right,R
372,5.311,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ",mRGB/RGB,1/13/14,MALE,25.0,4,0,1,right,G
373,5.311,HITCH,"GB/, /RB, GB/, /RB, GB/, /RB, GB/, ",mRGB/RGB,1/13/14,MALE,25.0,5,0,2,right,B
374,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,0,0,0,left,R
375,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,1,1,0,right,G
376,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,2,2,0,left,R
377,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,3,3,0,right,G
378,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,4,4,0,left,R
379,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,5,5,0,right,G
380,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,6,6,0,left,R
381,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,7,7,0,right,G
382,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,8,8,0,left,R
383,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,9,9,0,left,R
384,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,10,10,0,right,G
385,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,11,10,1,right,G
386,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,12,11,0,right,G
387,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,13,11,1,right,G
388,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,14,12,0,left,R
389,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,15,13,0,left,R
390,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,16,14,0,right,G
391,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,17,14,1,right,G
392,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,18,15,0,left,R
393,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,19,15,1,left,R
394,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,20,15,0,right,G
395,5.136,SORT,"R/, /G, R/, /G, R/, /G, R/, /G ","R/, /G, R/, /G, R/, /G, R/, /G, R/, R/, /GG, /GG, /Rc, R/, /GG, RRGc/, /G",3/18/14,MALE,26.0,21,16,0,right,G
396,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,0,0,0,left,R
397,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,1,1,0,left,R
398,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,2,2,0,right,G
399,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,3,2,1,right,G
400,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,4,3,0,left,R
401,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,5,4,0,right,G
402,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,6,4,1,right,G
403,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,7,5,0,left,R
404,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,8,6,0,right,G
405,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,9,6,1,right,G
406,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,10,7,0,left,R
407,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,11,7,1,left,R
408,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,12,8,0,right,G
409,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,13,8,1,right,G
410,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,14,9,0,left,R
411,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,15,10,0,right,G
412,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,16,10,1,right,G
413,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,17,11,0,left,R
414,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,18,12,0,right,G
415,5.136,DOUBLE,"R/, /GG, R/, /GG, R/, /GG, R/, /GG","R/, R/, /GG, R/, /GG, R/, /GG, RR/, /GG, R/, /GG, R/, /GG, RR/, R/, /GG",3/18/14,MALE,26.0,19,12,1,right,G
