,AGE,ALGOTYPE,DEMO,OVERALL.RESPONSE,KNOWERLEV,GENDER,ID,PASS_SORT,PASS_DOUBLE,PASS_HITCH,PASS_SORT_1,PASS_DOUBLE_1,PASS_HITCH_1,OVERALL.RESPONSE.NO,RESPONSE.NO,ACTION.NO,BUCKET,RESPONSE
907,,hitch,,,,,127.0,,,,,,,1,1,0,right,blue
908,,hitch,,,,,127.0,,,,,,,2,1,1,right,black
909,,hitch,,,,,127.0,,,,,,,3,2,0,left,blue
910,,hitch,,,,,127.0,,,,,,,4,2,1,left,black
911,,hitch,,,,,127.0,,,,,,,5,3,0,left,red
912,,hitch,,,,,127.0,,,,,,,6,3,1,left,black
913,,hitch,,,,,127.0,,,,,,,7,4,0,left,red
914,,hitch,,,,,127.0,,,,,,,8,4,1,left,black
915,,hitch,,,,,127.0,,,,,,,9,5,0,right,blue
916,,hitch,,,,,127.0,,,,,,,10,5,1,right,black
917,,hitch,,,,,127.0,,,,,,,11,6,0,left,red
918,,hitch,,,,,127.0,,,,,,,12,6,1,left,black
919,,hitch,,,,,127.0,,,,,,,13,7,0,left,red
920,,hitch,,,,,127.0,,,,,,,14,7,1,left,black
921,,hitch,,,,,127.0,,,,,,,15,8,0,right,blue
922,,hitch,,,,,127.0,,,,,,,16,8,1,right,black
923,,hitch,,,,,127.0,,,,,,,17,9,0,right,red
924,,hitch,,,,,127.0,,,,,,,18,9,1,right,black
925,,sort,,,,,128.0,,,,,,,1,1,0,right,blue
926,,sort,,,,,128.0,,,,,,,2,2,0,left,red
927,,sort,,,,,128.0,,,,,,,3,3,0,right,blue
928,,sort,,,,,128.0,,,,,,,4,4,0,left,red
929,,sort,,,,,128.0,,,,,,,5,5,0,right,blue
930,,sort,,,,,128.0,,,,,,,6,6,0,right,blue
931,,sort,,,,,128.0,,,,,,,7,7,0,left,red
932,,sort,,,,,128.0,,,,,,,8,7,1,left,red
933,,sort,,,,,128.0,,,,,,,9,8,0,right,blue
934,,sort,,,,,128.0,,,,,,,10,9,0,left,red
935,,sort,,,,,128.0,,,,,,,11,10,0,left,red
936,,sort,,,,,128.0,,,,,,,12,11,0,right,red
937,,sort,,,,,128.0,,,,,,,13,12,0,left,red
938,,sort,,,,,128.0,,,,,,,14,13,0,right,blue
939,,sort,,,,,128.0,,,,,,,15,14,0,right,blue
940,,sort,,,,,128.0,,,,,,,16,15,0,left,red
941,,sort,,,,,128.0,,,,,,,17,16,0,left,red
942,,sort,,,,,128.0,,,,,,,18,17,0,right,blue
943,,sort,,,,,128.0,,,,,,,19,18,0,left,red
944,,sort,,,,,128.0,,,,,,,20,19,0,right,blue
945,,sort,,,,,128.0,,,,,,,21,20,0,right,blue
946,,sort,,,,,128.0,,,,,,,22,21,0,left,red
947,,sort,,,,,128.0,,,,,,,23,21,1,left,red
948,,double,,,,,128.0,,,,,,,1,1,0,right,blue
949,,double,,,,,128.0,,,,,,,2,1,1,right,blue
950,,double,,,,,128.0,,,,,,,3,2,0,left,red
951,,double,,,,,128.0,,,,,,,4,3,0,right,blue
952,,double,,,,,128.0,,,,,,,5,3,1,right,blue
953,,double,,,,,128.0,,,,,,,6,4,0,right,blue
954,,double,,,,,128.0,,,,,,,7,5,0,left,red
955,,double,,,,,128.0,,,,,,,8,6,0,right,blue
956,,double,,,,,128.0,,,,,,,9,6,1,right,blue
957,,double,,,,,128.0,,,,,,,10,7,0,left,red
958,,double,,,,,128.0,,,,,,,11,8,0,right,blue
959,,double,,,,,128.0,,,,,,,12,9,0,right,blue
960,,double,,,,,128.0,,,,,,,13,9,1,right,blue
961,,double,,,,,128.0,,,,,,,14,10,0,left,red
962,,double,,,,,128.0,,,,,,,15,11,0,right,blue
963,,double,,,,,128.0,,,,,,,16,12,0,left,red
964,,double,,,,,128.0,,,,,,,17,13,0,right,blue
965,,double,,,,,128.0,,,,,,,18,14,0,left,red
966,,double,,,,,128.0,,,,,,,19,15,0,right,blue
967,,double,,,,,128.0,,,,,,,20,16,0,left,red
968,,double,,,,,128.0,,,,,,,21,17,0,right,blue
969,,double,,,,,128.0,,,,,,,22,18,0,left,red
970,,hitch,,,,,128.0,,,,,,,1,1,0,right,blue
971,,hitch,,,,,128.0,,,,,,,2,1,1,right,black
972,,hitch,,,,,128.0,,,,,,,3,2,0,left,red
973,,hitch,,,,,128.0,,,,,,,4,2,1,left,black
974,,hitch,,,,,128.0,,,,,,,5,3,0,right,blue
975,,hitch,,,,,128.0,,,,,,,6,3,1,right,black
976,,hitch,,,,,128.0,,,,,,,7,4,0,left,red
977,,hitch,,,,,128.0,,,,,,,8,4,1,left,black
978,,hitch,,,,,128.0,,,,,,,9,5,0,right,blue
979,,hitch,,,,,128.0,,,,,,,10,5,1,right,black
980,,hitch,,,,,128.0,,,,,,,11,6,0,left,red
981,,hitch,,,,,128.0,,,,,,,12,6,1,left,black
982,,hitch,,,,,128.0,,,,,,,13,7,0,right,blue
983,,hitch,,,,,128.0,,,,,,,14,7,1,right,black
984,,hitch,,,,,128.0,,,,,,,15,8,0,left,red
985,,hitch,,,,,128.0,,,,,,,16,8,1,left,black
986,,hitch,,,,,128.0,,,,,,,17,9,0,right,blue
987,,hitch,,,,,128.0,,,,,,,18,9,1,right,black
988,,hitch,,,,,128.0,,,,,,,19,10,0,left,red
989,,hitch,,,,,128.0,,,,,,,20,10,1,left,black
990,,hitch,,,,,128.0,,,,,,,21,11,0,left,red
991,,hitch,,,,,128.0,,,,,,,22,11,1,left,black
992,,hitch,,,,,128.0,,,,,,,23,12,0,right,blue
993,,hitch,,,,,128.0,,,,,,,24,12,1,right,black
994,,hitch,,,,,128.0,,,,,,,25,13,0,left,red
995,,hitch,,,,,128.0,,,,,,,26,13,1,left,black
996,,hitch,,,,,128.0,,,,,,,27,14,0,right,blue
997,,hitch,,,,,128.0,,,,,,,28,14,1,right,black
998,,hitch,,,,,128.0,,,,,,,29,15,0,left,red
999,,hitch,,,,,128.0,,,,,,,30,15,1,left,black
1000,,sort,,,,,129.0,,,,,,,1,1,0,right,blue
1001,,sort,,,,,129.0,,,,,,,2,2,0,left,red
1002,,sort,,,,,129.0,,,,,,,3,3,0,right,blue
1003,,sort,,,,,129.0,,,,,,,4,4,0,left,red
1004,,sort,,,,,129.0,,,,,,,5,5,0,right,blue
1005,,sort,,,,,129.0,,,,,,,6,6,0,left,red
1006,,sort,,,,,129.0,,,,,,,7,7,0,right,blue
1007,,sort,,,,,129.0,,,,,,,8,8,0,left,red
1008,,sort,,,,,129.0,,,,,,,9,9,0,right,blue
1009,,sort,,,,,129.0,,,,,,,10,10,0,left,red
1010,,sort,,,,,129.0,,,,,,,11,11,0,right,blue
1011,,sort,,,,,129.0,,,,,,,12,12,0,left,red
1012,,sort,,,,,129.0,,,,,,,13,13,0,right,blue
1013,,sort,,,,,129.0,,,,,,,14,14,0,left,red
1014,,sort,,,,,129.0,,,,,,,15,15,0,left,red
1015,,sort,,,,,129.0,,,,,,,16,15,1,left,red
1016,,sort,,,,,129.0,,,,,,,17,16,0,right,blue
1017,,sort,,,,,129.0,,,,,,,18,16,1,right,blue
1018,,sort,,,,,129.0,,,,,,,19,17,0,left,red
1019,,sort,,,,,129.0,,,,,,,20,18,0,right,blue
1020,,sort,,,,,129.0,,,,,,,21,19,0,left,red
1021,,double,,,,,129.0,,,,,,,1,1,0,left,red
1022,,double,,,,,129.0,,,,,,,2,2,0,left,red
1023,,double,,,,,129.0,,,,,,,3,3,0,right,blue
1024,,double,,,,,129.0,,,,,,,4,4,0,right,blue
1025,,double,,,,,129.0,,,,,,,5,4,1,right,blue
1026,,double,,,,,129.0,,,,,,,6,5,0,left,red
1027,,double,,,,,129.0,,,,,,,7,5,1,left,red
1028,,double,,,,,129.0,,,,,,,8,6,0,right,blue
1029,,double,,,,,129.0,,,,,,,9,7,0,left,red
1030,,double,,,,,129.0,,,,,,,10,8,0,right,blue
1031,,double,,,,,129.0,,,,,,,11,9,0,left,red
1032,,double,,,,,129.0,,,,,,,12,10,0,right,blue
1033,,double,,,,,129.0,,,,,,,13,11,0,left,red
1034,,double,,,,,129.0,,,,,,,14,12,0,left,red
1035,,double,,,,,129.0,,,,,,,15,12,1,left,red
1036,,double,,,,,129.0,,,,,,,16,13,0,left,blue
1037,,double,,,,,129.0,,,,,,,17,13,1,left,blue
1038,,double,,,,,129.0,,,,,,,18,14,0,right,blue
1039,,double,,,,,129.0,,,,,,,19,14,1,right,blue
1040,,double,,,,,129.0,,,,,,,20,15,0,left,red
1041,,double,,,,,129.0,,,,,,,21,15,1,left,red
1042,,double,,,,,129.0,,,,,,,22,15,2,left,red
1043,,double,,,,,129.0,,,,,,,23,16,0,right,blue
1044,,double,,,,,129.0,,,,,,,24,16,1,right,blue
1045,,double,,,,,129.0,,,,,,,25,17,0,right,blue
1046,,double,,,,,129.0,,,,,,,26,18,0,left,red
1047,,double,,,,,129.0,,,,,,,27,18,1,left,red
1048,,double,,,,,129.0,,,,,,,28,19,0,right,red
1049,,double,,,,,129.0,,,,,,,29,19,1,right,red
1050,,hitch,,,,,129.0,,,,,,,1,1,0,left,red
1051,,hitch,,,,,129.0,,,,,,,2,1,1,left,black
1052,,hitch,,,,,129.0,,,,,,,3,2,0,right,blue
1053,,hitch,,,,,129.0,,,,,,,4,2,1,right,black
1054,,hitch,,,,,129.0,,,,,,,5,3,0,left,red
1055,,hitch,,,,,129.0,,,,,,,6,3,1,left,black
1056,,hitch,,,,,129.0,,,,,,,7,4,0,left,red
1057,,hitch,,,,,129.0,,,,,,,8,4,1,left,black
1058,,hitch,,,,,129.0,,,,,,,9,5,0,right,blue
1059,,hitch,,,,,129.0,,,,,,,10,5,1,right,black
1060,,hitch,,,,,129.0,,,,,,,11,6,0,left,red
1061,,hitch,,,,,129.0,,,,,,,12,6,1,left,black
1062,,hitch,,,,,129.0,,,,,,,13,7,0,right,blue
1063,,hitch,,,,,129.0,,,,,,,14,7,1,right,black
1064,,hitch,,,,,129.0,,,,,,,15,8,0,left,red
1065,,hitch,,,,,129.0,,,,,,,16,8,1,left,black
1066,,hitch,,,,,129.0,,,,,,,17,9,0,right,blue
1067,,hitch,,,,,129.0,,,,,,,18,9,1,right,black
1068,,hitch,,,,,129.0,,,,,,,19,10,0,left,red
1069,,hitch,,,,,129.0,,,,,,,20,10,1,left,black
1070,,hitch,,,,,129.0,,,,,,,21,11,0,right,blue
1071,,hitch,,,,,129.0,,,,,,,22,11,1,right,black
1072,,hitch,,,,,129.0,,,,,,,23,12,0,left,red
1073,,hitch,,,,,129.0,,,,,,,24,12,1,left,black
1074,,hitch,,,,,129.0,,,,,,,25,13,0,right,blue
1075,,hitch,,,,,129.0,,,,,,,26,13,1,right,black
1076,,hitch,,,,,129.0,,,,,,,27,14,0,left,red
1077,,hitch,,,,,129.0,,,,,,,28,14,1,left,black
1078,,sort,,,,,134.0,,,,,,,1,1,0,left,red
1079,,sort,,,,,134.0,,,,,,,2,2,0,right,blue
1080,,sort,,,,,134.0,,,,,,,3,3,0,left,red
1081,,sort,,,,,134.0,,,,,,,4,4,0,right,blue
1082,,sort,,,,,134.0,,,,,,,5,5,0,left,red
1083,,sort,,,,,134.0,,,,,,,6,6,0,right,blue
1084,,sort,,,,,134.0,,,,,,,7,7,0,left,red
1085,,sort,,,,,134.0,,,,,,,8,8,0,right,blue
1086,,sort,,,,,134.0,,,,,,,9,9,0,left,red
1087,,sort,,,,,134.0,,,,,,,10,10,0,right,blue
1088,,sort,,,,,134.0,,,,,,,11,11,0,left,red
1089,,sort,,,,,134.0,,,,,,,12,12,0,right,blue
1090,,sort,,,,,134.0,,,,,,,13,13,0,left,red
1091,,sort,,,,,134.0,,,,,,,14,14,0,right,blue
1092,,sort,,,,,134.0,,,,,,,15,15,0,left,red
1093,,sort,,,,,134.0,,,,,,,16,16,0,right,blue
1094,,double,,,,,134.0,,,,,,,1,1,0,left,red
1095,,double,,,,,134.0,,,,,,,2,2,0,right,blue
1096,,double,,,,,134.0,,,,,,,3,3,0,left,red
1097,,double,,,,,134.0,,,,,,,4,4,0,right,blue
1098,,double,,,,,134.0,,,,,,,5,5,0,left,red
1099,,double,,,,,134.0,,,,,,,6,6,0,right,blue
1100,,double,,,,,134.0,,,,,,,7,7,0,left,red
1101,,double,,,,,134.0,,,,,,,8,8,0,right,blue
1102,,double,,,,,134.0,,,,,,,9,9,0,left,red
1103,,double,,,,,134.0,,,,,,,10,10,0,right,blue
1104,,double,,,,,134.0,,,,,,,11,11,0,left,red
1105,,double,,,,,134.0,,,,,,,12,12,0,right,blue
1106,,hitch,,,,,134.0,,,,,,,1,1,0,left,red
1107,,hitch,,,,,134.0,,,,,,,2,1,1,left,black
1108,,hitch,,,,,134.0,,,,,,,3,2,0,right,blue
1109,,hitch,,,,,134.0,,,,,,,4,2,1,right,black
1110,,hitch,,,,,134.0,,,,,,,5,3,0,left,red
1111,,hitch,,,,,134.0,,,,,,,6,3,1,left,black
1112,,hitch,,,,,134.0,,,,,,,7,4,0,right,blue
1113,,hitch,,,,,134.0,,,,,,,8,4,1,right,black
1114,,hitch,,,,,134.0,,,,,,,9,5,0,left,red
1115,,hitch,,,,,134.0,,,,,,,10,5,1,left,black
1116,,hitch,,,,,134.0,,,,,,,11,6,0,right,blue
1117,,hitch,,,,,134.0,,,,,,,12,6,1,right,black
1118,,hitch,,,,,134.0,,,,,,,13,7,0,left,red
1119,,hitch,,,,,134.0,,,,,,,14,7,1,left,black
1120,,sort,,,,,135.0,,,,,,,1,1,0,left,red
1121,,sort,,,,,135.0,,,,,,,2,2,0,right,blue
1122,,sort,,,,,135.0,,,,,,,3,3,0,left,red
1123,,sort,,,,,135.0,,,,,,,4,4,0,right,blue
1124,,sort,,,,,135.0,,,,,,,5,5,0,left,red
1125,,sort,,,,,135.0,,,,,,,6,6,0,right,blue
1126,,sort,,,,,135.0,,,,,,,7,7,0,left,red
1127,,sort,,,,,135.0,,,,,,,8,8,0,right,blue
1128,,sort,,,,,135.0,,,,,,,9,9,0,left,red
1129,,sort,,,,,135.0,,,,,,,10,10,0,right,blue
1130,,sort,,,,,135.0,,,,,,,11,11,0,left,red
1131,,sort,,,,,135.0,,,,,,,12,12,0,right,blue
1132,,sort,,,,,135.0,,,,,,,13,13,0,left,red
1133,,sort,,,,,135.0,,,,,,,14,14,0,right,blue
1134,,sort,,,,,135.0,,,,,,,15,15,0,left,red
1135,,sort,,,,,135.0,,,,,,,16,16,0,right,blue
1136,,sort,,,,,135.0,,,,,,,17,17,0,left,red
1137,,sort,,,,,135.0,,,,,,,18,18,0,right,blue
1138,,sort,,,,,135.0,,,,,,,19,19,0,left,red
1139,,sort,,,,,135.0,,,,,,,20,20,0,right,blue
1140,,sort,,,,,135.0,,,,,,,21,21,0,left,red
1141,,sort,,,,,135.0,,,,,,,22,22,0,right,blue
1142,,double,,,,,135.0,,,,,,,1,1,0,left,red
1143,,double,,,,,135.0,,,,,,,2,2,0,right,blue
1144,,double,,,,,135.0,,,,,,,3,2,1,right,blue
1145,,double,,,,,135.0,,,,,,,4,3,0,left,red
1146,,double,,,,,135.0,,,,,,,5,4,0,right,blue
1147,,double,,,,,135.0,,,,,,,6,4,1,right,blue
1148,,double,,,,,135.0,,,,,,,7,5,0,left,red
1149,,double,,,,,135.0,,,,,,,8,6,0,right,blue
1150,,double,,,,,135.0,,,,,,,9,6,1,right,blue
1151,,double,,,,,135.0,,,,,,,10,7,0,left,red
1152,,double,,,,,135.0,,,,,,,11,8,0,right,blue
1153,,double,,,,,135.0,,,,,,,12,8,1,right,blue
1154,,double,,,,,135.0,,,,,,,13,9,0,left,red
1155,,double,,,,,135.0,,,,,,,14,10,0,right,blue
1156,,double,,,,,135.0,,,,,,,15,10,1,right,blue
1157,,double,,,,,135.0,,,,,,,16,11,0,left,red
1158,,double,,,,,135.0,,,,,,,17,12,0,right,blue
1159,,double,,,,,135.0,,,,,,,18,12,1,right,blue
1160,,double,,,,,135.0,,,,,,,19,13,0,left,red
1161,,double,,,,,135.0,,,,,,,20,14,0,right,blue
1162,,double,,,,,135.0,,,,,,,21,14,1,right,blue
1163,,double,,,,,135.0,,,,,,,22,15,0,left,red
1164,,double,,,,,135.0,,,,,,,23,16,0,right,blue
1165,,double,,,,,135.0,,,,,,,24,16,1,right,blue
1166,,double,,,,,135.0,,,,,,,25,17,0,right,blue
1167,,double,,,,,135.0,,,,,,,26,17,1,right,blue
1168,,double,,,,,135.0,,,,,,,27,18,0,left,red
1169,,hitch,,,,,135.0,,,,,,,1,1,0,left,red
1170,,hitch,,,,,135.0,,,,,,,2,1,1,left,black
1171,,hitch,,,,,135.0,,,,,,,3,2,0,right,blue
1172,,hitch,,,,,135.0,,,,,,,4,2,1,right,black
1173,,hitch,,,,,135.0,,,,,,,5,3,0,left,red
1174,,hitch,,,,,135.0,,,,,,,6,3,1,left,black
1175,,hitch,,,,,135.0,,,,,,,7,4,0,right,blue
1176,,hitch,,,,,135.0,,,,,,,8,4,1,right,black
1177,,hitch,,,,,135.0,,,,,,,9,5,0,right,blue
1178,,hitch,,,,,135.0,,,,,,,10,5,1,right,black
1179,,hitch,,,,,135.0,,,,,,,11,6,0,left,red
1180,,hitch,,,,,135.0,,,,,,,12,6,1,left,black
1181,,hitch,,,,,135.0,,,,,,,13,7,0,right,blue
1182,,hitch,,,,,135.0,,,,,,,14,7,1,right,black
1183,,hitch,,,,,135.0,,,,,,,15,8,0,left,red
1184,,hitch,,,,,135.0,,,,,,,16,8,1,left,black
1185,,hitch,,,,,135.0,,,,,,,17,9,0,right,blue
1186,,hitch,,,,,135.0,,,,,,,18,9,1,right,black
1187,,sort,,,,,138.0,,,,,,,1,1,0,left,red
1188,,sort,,,,,138.0,,,,,,,2,2,0,right,blue
1189,,sort,,,,,138.0,,,,,,,3,3,0,left,red
1190,,sort,,,,,138.0,,,,,,,4,4,0,right,blue
1191,,sort,,,,,138.0,,,,,,,5,5,0,left,red
1192,,sort,,,,,138.0,,,,,,,6,6,0,right,blue
1193,,sort,,,,,138.0,,,,,,,7,7,0,left,red
1194,,sort,,,,,138.0,,,,,,,8,8,0,right,blue
1195,,sort,,,,,138.0,,,,,,,9,9,0,left,red
1196,,sort,,,,,138.0,,,,,,,10,10,0,right,blue
1197,,sort,,,,,138.0,,,,,,,11,11,0,left,red
1198,,sort,,,,,138.0,,,,,,,12,12,0,right,blue
1199,,sort,,,,,138.0,,,,,,,13,13,0,right,blue
1200,,sort,,,,,138.0,,,,,,,14,15,0,left,red
1201,,sort,,,,,138.0,,,,,,,15,16,0,right,blue
1202,,sort,,,,,138.0,,,,,,,16,17,0,left,red
1203,,sort,,,,,138.0,,,,,,,17,18,0,right,blue
1204,,sort,,,,,138.0,,,,,,,18,19,0,left,red
1205,,sort,,,,,138.0,,,,,,,19,20,0,right,blue
1206,,double,,,,,138.0,,,,,,,1,1,0,left,red
1207,,double,,,,,138.0,,,,,,,2,2,0,right,blue
1208,,double,,,,,138.0,,,,,,,3,2,1,right,blue
1209,,double,,,,,138.0,,,,,,,4,3,0,left,red
1210,,double,,,,,138.0,,,,,,,5,4,0,right,blue
1211,,double,,,,,138.0,,,,,,,6,4,1,right,blue
1212,,hitch,,,,,138.0,,,,,,,1,1,0,left,red
1213,,hitch,,,,,138.0,,,,,,,2,1,1,left,black
1214,,hitch,,,,,138.0,,,,,,,3,2,0,right,blue
1215,,hitch,,,,,138.0,,,,,,,4,2,1,right,black
1216,,hitch,,,,,138.0,,,,,,,5,3,0,right,blue
1217,,hitch,,,,,138.0,,,,,,,6,3,1,right,black
1218,,hitch,,,,,138.0,,,,,,,7,4,0,left,blue
1219,,hitch,,,,,138.0,,,,,,,8,4,1,left,black
1220,,hitch,,,,,138.0,,,,,,,9,5,0,right,blue
1221,,hitch,,,,,138.0,,,,,,,10,5,1,right,black
1222,,hitch,,,,,138.0,,,,,,,11,6,0,left,red
1223,,hitch,,,,,138.0,,,,,,,12,6,1,left,black
1224,,hitch,,,,,138.0,,,,,,,13,7,0,right,blue
1225,,hitch,,,,,138.0,,,,,,,14,7,1,right,black
1226,,hitch,,,,,138.0,,,,,,,15,8,0,left,red
1227,,hitch,,,,,138.0,,,,,,,16,8,1,left,black
1228,,hitch,,,,,138.0,,,,,,,17,9,0,right,blue
1229,,hitch,,,,,138.0,,,,,,,18,9,1,right,black
1230,,hitch,,,,,138.0,,,,,,,19,10,0,left,red
1231,,hitch,,,,,138.0,,,,,,,20,10,1,left,black
1232,,hitch,,,,,138.0,,,,,,,21,11,0,right,blue
1233,,hitch,,,,,138.0,,,,,,,22,11,1,right,black
1234,,hitch,,,,,138.0,,,,,,,23,12,0,left,red
1235,,hitch,,,,,138.0,,,,,,,24,12,1,left,black
1236,,hitch,,,,,138.0,,,,,,,25,13,0,right,blue
1237,,hitch,,,,,138.0,,,,,,,26,13,1,right,black
1238,,sort,,,,,139.0,,,,,,,1,1,0,left,red
1239,,sort,,,,,139.0,,,,,,,2,2,0,right,blue
1240,,sort,,,,,139.0,,,,,,,3,3,0,left,red
1241,,sort,,,,,139.0,,,,,,,4,4,0,right,blue
1242,,sort,,,,,139.0,,,,,,,5,5,0,left,red
1243,,sort,,,,,139.0,,,,,,,6,6,0,right,blue
1244,,sort,,,,,139.0,,,,,,,7,7,0,left,red
1245,,sort,,,,,139.0,,,,,,,8,8,0,right,blue
1246,,sort,,,,,139.0,,,,,,,9,9,0,left,red
1247,,sort,,,,,139.0,,,,,,,10,10,0,right,blue
1248,,double,,,,,139.0,,,,,,,1,1,0,left,red
1249,,double,,,,,139.0,,,,,,,2,2,0,right,blue
1250,,double,,,,,139.0,,,,,,,3,2,1,right,blue
1251,,double,,,,,139.0,,,,,,,4,3,0,left,red
1252,,double,,,,,139.0,,,,,,,5,4,0,right,blue
1253,,double,,,,,139.0,,,,,,,6,4,1,right,blue
1254,,double,,,,,139.0,,,,,,,7,5,0,left,red
1255,,double,,,,,139.0,,,,,,,8,6,0,right,blue
1256,,double,,,,,139.0,,,,,,,9,6,1,right,blue
1257,,double,,,,,139.0,,,,,,,10,7,0,left,red
1258,,double,,,,,139.0,,,,,,,11,8,0,right,blue
1259,,double,,,,,139.0,,,,,,,12,8,1,right,blue
1260,,double,,,,,139.0,,,,,,,13,9,0,left,red
1261,,double,,,,,139.0,,,,,,,14,10,0,right,blue
1262,,double,,,,,139.0,,,,,,,15,10,1,right,blue
1263,,hitch,,,,,139.0,,,,,,,1,1,0,left,red
1264,,hitch,,,,,139.0,,,,,,,2,1,1,left,black
1265,,hitch,,,,,139.0,,,,,,,3,2,0,right,blue
1266,,hitch,,,,,139.0,,,,,,,4,2,1,right,black
1267,,hitch,,,,,139.0,,,,,,,5,3,0,left,red
1268,,hitch,,,,,139.0,,,,,,,6,3,1,left,black
1269,,hitch,,,,,139.0,,,,,,,7,4,0,right,blue
1270,,hitch,,,,,139.0,,,,,,,8,4,1,right,black
1271,,hitch,,,,,139.0,,,,,,,9,5,0,left,red
1272,,hitch,,,,,139.0,,,,,,,10,5,1,left,black
1273,,hitch,,,,,139.0,,,,,,,11,6,0,right,blue
1274,,hitch,,,,,139.0,,,,,,,12,6,1,right,black
1275,,sort,,,,,145.0,,,,,,,1,1,0,left,red
1276,,sort,,,,,145.0,,,,,,,2,2,0,right,blue
1277,,sort,,,,,145.0,,,,,,,3,3,0,left,red
1278,,sort,,,,,145.0,,,,,,,4,4,0,right,blue
1279,,sort,,,,,145.0,,,,,,,5,5,0,left,red
1280,,sort,,,,,145.0,,,,,,,6,6,0,right,blue
1281,,sort,,,,,145.0,,,,,,,7,6,1,right,blue
1282,,sort,,,,,145.0,,,,,,,8,7,0,left,red
1283,,sort,,,,,145.0,,,,,,,9,8,0,right,blue
1284,,sort,,,,,145.0,,,,,,,10,8,1,right,blue
1285,,sort,,,,,145.0,,,,,,,11,9,0,right,blue
1286,,sort,,,,,145.0,,,,,,,12,10,0,left,red
1287,,sort,,,,,145.0,,,,,,,13,10,1,left,red
1288,,sort,,,,,145.0,,,,,,,14,10,2,left,red
1289,,sort,,,,,145.0,,,,,,,15,11,0,left,red
1290,,sort,,,,,145.0,,,,,,,16,12,0,right,blue
1291,,sort,,,,,145.0,,,,,,,17,12,1,right,blue
1292,,double,,,,,145.0,,,,,,,1,1,0,left,red
1293,,double,,,,,145.0,,,,,,,2,1,1,left,red
1294,,double,,,,,145.0,,,,,,,3,2,0,right,blue
1295,,double,,,,,145.0,,,,,,,4,2,1,right,blue
1296,,double,,,,,145.0,,,,,,,5,3,0,right,blue
1297,,double,,,,,145.0,,,,,,,6,4,0,left,red
1298,,double,,,,,145.0,,,,,,,7,5,0,left,red
1299,,double,,,,,145.0,,,,,,,8,5,1,left,red
1300,,double,,,,,145.0,,,,,,,9,6,0,right,blue
1301,,double,,,,,145.0,,,,,,,10,6,1,right,blue
1302,,double,,,,,145.0,,,,,,,11,7,0,right,blue
1303,,double,,,,,145.0,,,,,,,12,8,0,right,blue
1304,,double,,,,,145.0,,,,,,,13,9,0,left,red
1305,,double,,,,,145.0,,,,,,,14,9,1,left,red
1306,,double,,,,,145.0,,,,,,,15,9,2,left,red
1307,,double,,,,,145.0,,,,,,,16,10,0,right,blue
1308,,double,,,,,145.0,,,,,,,17,10,1,right,blue
1309,,double,,,,,145.0,,,,,,,18,10,2,right,blue
1310,,double,,,,,145.0,,,,,,,19,11,0,left,red
1311,,double,,,,,145.0,,,,,,,20,11,1,left,red
1312,,double,,,,,145.0,,,,,,,21,11,2,left,red
1313,,hitch,,,,,145.0,,,,,,,1,1,0,left,red
1314,,hitch,,,,,145.0,,,,,,,2,1,1,left,black
1315,,hitch,,,,,145.0,,,,,,,3,2,0,right,blue
1316,,hitch,,,,,145.0,,,,,,,4,2,1,right,black
1317,,hitch,,,,,145.0,,,,,,,5,3,0,left,red
1318,,hitch,,,,,145.0,,,,,,,6,3,1,left,black
1319,,hitch,,,,,145.0,,,,,,,7,4,0,right,blue
1320,,hitch,,,,,145.0,,,,,,,8,4,1,right,black
1321,,hitch,,,,,145.0,,,,,,,9,5,0,right,blue
1322,,hitch,,,,,145.0,,,,,,,10,5,1,right,blue
1323,,hitch,,,,,145.0,,,,,,,11,6,0,right,blue
1324,,hitch,,,,,145.0,,,,,,,12,6,1,right,black
1325,,hitch,,,,,145.0,,,,,,,13,7,0,left,red
1326,,hitch,,,,,145.0,,,,,,,14,7,1,left,black
1327,,sort,,,,,163.0,,,,,,,1,1,0,left,red
1328,,sort,,,,,163.0,,,,,,,2,2,0,right,blue
1329,,sort,,,,,163.0,,,,,,,3,3,0,left,red
1330,,sort,,,,,163.0,,,,,,,4,4,0,right,blue
1331,,sort,,,,,163.0,,,,,,,5,5,0,right,red
1332,,sort,,,,,163.0,,,,,,,6,6,0,left,red
1333,,sort,,,,,163.0,,,,,,,7,7,0,right,blue
1334,,sort,,,,,163.0,,,,,,,8,8,0,left,red
1335,,sort,,,,,163.0,,,,,,,9,9,0,right,blue
1336,,sort,,,,,163.0,,,,,,,10,10,0,left,red
1337,,sort,,,,,163.0,,,,,,,11,11,0,right,blue
1338,,sort,,,,,163.0,,,,,,,12,12,0,left,red
1339,,sort,,,,,163.0,,,,,,,13,13,0,right,blue
1340,,sort,,,,,163.0,,,,,,,14,14,0,left,red
1341,,sort,,,,,163.0,,,,,,,15,15,0,right,blue
1342,,double,,,,,163.0,,,,,,,1,1,0,left,red
1343,,double,,,,,163.0,,,,,,,2,2,0,right,blue
1344,,double,,,,,163.0,,,,,,,3,2,1,right,blue
1345,,double,,,,,163.0,,,,,,,4,3,0,left,red
1346,,double,,,,,163.0,,,,,,,5,4,0,right,blue
1347,,double,,,,,163.0,,,,,,,6,4,1,right,blue
1348,,double,,,,,163.0,,,,,,,7,5,0,left,red
